company_name,esg,esg_e,esg_s,esg_g,per,pbr,dividend_yield,company_code,male_contract_employee_count,female_contract_employee_count,total_salary_male,total_salary_female,male_regular_employee_count,female_regular_employee_count,total_male_employees,total_female_employees,average_male_salary,average_female_salary,operating_profit_before_tax,net_profit_margin,comprehensive_income_margin,gross_profit_margin,cost_of_goods_sold,roe,sg_andaexpense_ratio,operating_income_on_total_assets,pre_tax_income_on_total_assets,operating_income_on_equity,pre_tax_income_on_equity,operating_income_on_paid_in_capital,pre_tax_income_on_paid_in_capital,roi,operating_expense_ratio,equity_ratio,debt_ratio,liquidity_ratio,quick_ratio,current_liabilities_ratio,non_current_liabilities_ratio,interest_coverage_ratio,net_interest_coverage_ratio,non_current_asset_ratio,financial_cost_burden_ratio,capital_retention_ratio,retention_amount_to_equity_ratio,financial_leverage,non_current_asset_suitability_ratio,non_current_asset_composition_ratio,tangible_asset_composition_ratio,current_asset_composition_ratio,inventory_composition_ratio,current_to_non_current_asset_ratio,inventory_to_current_asset_ratio,receivables_to_payables_ratio,payables_to_inventory_ratio,sales_growth_rate_yoy,gross_profit_growth_rate_yoy,operating_profit_growth_rate_yoy,pre_tax_profit_growth_rate_yoy,net_profit_growth_rate_yoy,comprehensive_income_growth_rate_yoy,total_asset_growth_rate_yoy,non_current_asset_growth_rate_yoy,tangible_asset_growth_rate_yoy,total_liabilities_growth_rate_yoy,total_borrowings_growth_rate_yoy,equity_growth_rate_yoy,current_asset_growth_rate_yoy,receivables_growth_rate_yoy,inventory_growth_rate_yoy,current_liabilities_growth_rate_yoy,payables_growth_rate_yoy,non_current_liabilities_growth_rate_yoy,total_asset_turnover,receivables_turnover,inventory_turnover,cost_of_goods_sold_to_inventory,payables_turnover,non_current_asset_turnover,tangible_asset_turnover,debt_to_equity_turnover,equity_turnover,capital_turnover,dividend_payout_ratio,female_executives,male_executives,status,message,corp_name_eng,stock_name,stock_code,ceo_name,corp_cls,jurir_no,bizr_no,address,home_url,ir_url,phone_number,fax_number,industry_code,establishment_date,accounting_month
114090,B+,B,A,B+,22.1,1.79,3.04,557508,3,0,58140000000,69580000000,762,994,765,994,76000000,70000000,,11.053,7.4,20.184,79.816,11.041,7.323,8.17,,12.847,,164.958,,141.776,7.323,64.409,55.258,199.23,,42.029,13.229,,,71.524,1.252,1231.52,,155.258,63.168,46.068,10.826,53.932,0.321,117.071,0.595,,,51.346,542.402,-466.579,,-292.788,-2785.919,4.898,-15.066,-6.555,0.22,,7.675,31.252,,-30.346,7.435,,-17.402,63.528,,,,,123.708,553.699,174.518,99.889,1282.643,0,2,10,0,정상,"Grand Korea Leisure Co.,Ltd",GKL,114090,김영산,Y,1.10111E+12,1048196184,서울특별시 강남구 삼성로 610 삼성동,www.grandkorea.com,,02-6421-6000,02-3466-6170,91249,20050906,12
78930,B,B+,A+,C,3.26,0.3,5.73,500254,9,2,11098000000,2185000000,53,21,62,23,179000000,95000000,6.314,6.077,5.887,25.843,74.157,9.256,11.517,10.887,4.798,21.82,9.617,786.018,346.414,333.412,11.517,51.164,95.45,91.001,,37.298,58.151,,,161.508,2.045,3345.987,,195.45,102.122,82.634,32.925,17.366,1.993,21.016,11.477,,,-9.111,-15.739,-27.311,-36.558,-36.412,-43.54,1.551,1.87,4.376,-3.506,-11.241,6.898,0.062,,-3.64,0.707,,-6.027,75.993,,3713.457,2753.777,,92.106,233.946,151.665,152.308,5486.471,29.598,1,11,0,정상,GS Holdings,GS,78930,"허태수, 홍순기 (각자 대표이사)",Y,1.10111E+12,2208687395,서울특별시 강남구 논현로 508,-,,-,02-2005-8180,64992,20040701,12
6360,A,A,B+,A,,0.37,,120030,1199,342,509362000000,37753000000,3441,274,4640,616,109776293,61287338,,-3.122,-2.502,1.951,98.049,-8.192,4.839,-2.239,,-7.576,,-90.661,,-98.035,4.839,27.588,262.471,107.797,,180.06,82.411,,,168.373,3.443,932.056,,362.471,92.304,46.451,12.742,53.549,7.56,115.279,14.118,,,9.248,-79.621,-169.921,,-195.079,-176.122,4.489,9.16,23.981,10.627,29.259,-8.794,0.748,12.293,-10.751,7.199,,18.936,77.548,,946.716,928.242,,170.513,659.305,110.08,262.4,3140.091,32.248,1,51,0,정상,GS Engineering & Construction Corp,GS건설,6360,"허창수, 허윤홍(각자 대표이사)",Y,1.10111E+12,1048118121,서울특별시 종로구 종로 33 그랑서울,www.gsconst.co.kr/,,02-2154-1112,02-2154-0807,4111,19691219,12
1250,B+,B+,B+,B+,9.84,0.68,0.7,138190,15,1,22310000000,4080000000,179,67,194,68,115000000,60000000,,0.666,0.582,5.169,94.831,6.102,3.215,5.426,,17.905,,37.085,,12.639,3.215,31.974,212.753,125.701,,171.812,40.941,,,96.784,0.863,103.748,,312.753,68.67,30.946,21.501,69.054,15.212,223.146,22.029,,,-22.766,9.283,8.588,,-61.684,-64.468,-1.29,5.102,1.78,-5.884,,10.148,-3.909,,-12.043,-4.462,,-11.417,277.715,,1719.866,1630.971,,925.758,1311.531,398.461,916.457,1898.129,,0,13,0,정상,GS Global Corp.,GS글로벌,1250,이영환,Y,1.10111E+12,2028133028,서울특별시 강남구 논현로 508 GS강남타워,www.gsgcorp.com,www.gsgcorp.com,02-2005-5300,02-2005-5150,468,19540731,12
7070,A,A+,A,A,57.69,0.52,2.47,140177,433,593,293362000000,146431000000,3732,2610,4165,3203,70435054,45716828,0.721,0.191,0.264,25.49,74.51,0.5,21.927,3.964,0.842,8.899,1.891,376.206,79.939,21.15,21.927,44.152,126.491,69.707,,60.087,66.404,0,,184.606,1.436,3802.784,,226.491,110.938,81.507,28.193,18.493,3.03,22.689,16.386,,,5.263,4.51,9.375,-43.476,-53.481,-74.995,2.132,-3.323,2.303,3.619,,0.311,35.938,,34.071,22.565,,-9.096,116.859,,4371.771,3257.412,,139.479,414.835,210.741,262.319,,,1,6,0,정상,"GS Retail Co.,Ltd",GS리테일,7070,허연수,Y,1.10111E+12,1168118745,서울특별시 강남구 논현로 508GS타워(역삼동 679),www.gsretail.com,,02-2005-1114,2006-2046,47122,19710213,12
12630,B+,B+,A,B,5.26,0.2,2.97,164636,0,1,984000000,106000000,12,1,12,2,82000000,53000000,5.292,3.604,4.869,11.422,88.578,4.325,6.13,2.694,2.694,6.35,6.35,104.665,104.665,71.286,6.13,43.15,131.749,157.677,,83.357,48.392,,,100.314,1.869,1437.652,,231.749,67.601,43.285,19.19,56.715,18.745,131.025,33.052,,,17.113,23.922,97.207,97.208,476.159,313.706,0.246,4.144,16.335,-2.264,86.164,3.757,-2.538,,0.686,-4.057,,0.987,50.905,,272.155,241.071,,119.842,284.944,88.408,119.999,1977.943,-20.824,0,6,0,정상,"HDC HOLDINGS CO.,Ltd",HDC,12630,"정몽규, 정경구",Y,1.10111E+12,1148158853,서울특별시 종로구 경희궁1가길 9 -,www.hdc-holdings.com,,02-2008-8607,02-2008-8699,649,19771014,12
39570,D,D,D,C,17.71,0.76,5.43,350312,2867,2144,102251000000,53428000000,311,82,3178,2226,32174638,24001797,,2.171,1.376,8.842,91.158,5.072,7.108,2.745,,4.051,,81.003,,101.422,7.108,67.44,48.279,266.17,121.883,43.783,4.496,,,31.743,0.065,2101.499,,148.279,30.377,21.407,2.507,78.593,2.395,367.13,3.047,,,-0.729,-0.46,-14.585,,5.893,-45.732,0.197,-16.858,-7.354,2.252,,-0.766,6.126,-1.584,-1.93,6.283,,-25.327,158.316,,6540.701,5962.349,,670.811,6066.749,491.167,233.618,4671.325,78.54,0,11,0,정상,"HDC LABS Co., Ltd.",HDC랩스,39570,김성은,Y,1.10111E+12,1208193646,서울특별시 서초구 효령로 346 서초 HDC랩스 타워,www.hdc-labs.com/,www.hdc-labs.com,02-1899-1909,02-2055-3759,423,19990917,12
89470,B+,B+,B+,B,6.3,0.36,3.23,357935,2,5,22841000000,1776000000,340,37,342,42,66786550,42285714,,,1.607,10.069,89.931,,6.541,5.467,,10.483,,192.093,,,6.541,52.338,91.064,166.388,96.443,77.209,13.856,,,62.598,0.735,1910.107,,191.064,54.98,32.763,22.67,67.237,,205.225,,,,-2.915,21.662,46.47,,,64.297,0.35,-5.241,-5.949,-0.449,,1.088,3.32,,,19.063,,-47.966,166.801,364.04,,,,494.555,711.978,348.573,319.863,5861.163,,0,7,0,정상,"HDC Hyundai Engineering Plastics Co., Ltd. ",HDC현대EP,89470,정 중 규,Y,1.65011E+12,3118113651,충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사,www.hdc-hyundaiep.com/,,041-350-0500,041-350-0505,204,20000115,12
294870,B+,B+,A,B,8.86,0.47,3.2,1310269,639,185,138267000000,14422000000,982,101,1621,286,85297347,50426573,4.661,4.125,3.979,9.085,90.915,5.851,4.435,2.722,2.722,6.61,6.61,59.269,59.269,52.465,4.435,42.872,133.252,158.448,,104.64,28.613,,,67.453,0.027,819.468,-38.471,233.252,52.447,28.918,6.899,71.082,21.484,245.799,30.225,,,27.059,20.315,67.824,67.824,244.266,197.069,-4.363,7.14,9.75,-9.611,,3.658,-8.365,39.521,-4.278,-9.007,,-11.755,58.398,,271.939,247.233,,213.664,906,99.276,141.823,1271.721,22.869,1,16,0,정상,HYUNDAI DEVELOPMENT COMPANY,HDC현대산업개발,294870,"최익훈, 김회언, 조태제 (각자 대표이사)",Y,1.10112E+12,3348600815,서울특별시 용산구 한강대로23길 55 현대아이파크몰 9층,www.hdc-dvp.com,,02-2008-9114,,411,20180502,12
9540,A,A,A+,A,25.97,1.42,,164830,16,31,92449926000,13877982000,947,195,963,226,96002000,61407000,,0.681,-0.052,4.921,95.079,1.174,3.596,0.909,,2.287,,79.765,,40.956,3.596,38.366,160.649,101.356,,141.453,19.196,,,117.278,9.837,4757.217,,260.649,98.391,44.995,32.577,55.005,6.221,122.248,11.309,,,23.085,186.003,-179.385,,-149.099,-95.747,7.894,2.834,3.553,13.096,,0.471,12.419,,-8.971,16.393,,-6.433,68.558,,1011.941,962.142,,148.846,206.292,113.75,172.563,6018.162,2.153,3,45,0,정상,"HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO., LTD.",HD한국조선해양,9540,"정기선, 김성준 (각자 대표이사)",Y,1.81211E+12,6208100012,"경기도 성남시 분당구 분당수서로 477 정자동, HD현대그룹 글로벌 R&D센터",www.ksoe.co.kr,,02-1811-9114,02-746-4662,64992,19731228,12
267250,A,B+,A+,B+,15.82,0.78,4.56,1205709,1,0,6773360000,1013034000,42,11,43,11,157520000,92094000,-0.117,1.281,0.922,8.096,91.904,3.38,4.783,3.042,-0.108,8.739,-0.31,2494.764,-88.428,965.004,4.783,34.173,192.628,112.445,,122.815,69.813,,,154.528,6.654,9445.13,,292.628,90.999,52.807,36.851,47.193,13.851,89.369,29.35,,,0.792,-16.782,-40.019,-40.237,-64.839,-75.86,3.678,1.297,3.438,5.776,,-0.137,6.479,,-0.575,8.592,,1.161,91.845,,649.453,596.874,,171.941,248.948,140.897,263.816,,-87.556,2,14,0,정상,"HD HYUNDAI CO.,LTD.",HD현대,267250,"권오갑, 정기선",Y,1.70111E+12,5398600614,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,www.hd.com,www.hd.com, 02-1811-6114,,64992,20170403,12
267270,A+,A+,A+,A,9.51,0.62,1.28,1205842,96,28,118959358000,7732140000,1090,102,1186,130,100303000,59478000,,3.332,3.47,18.943,81.057,7.414,12.218,7.627,,14.962,,261.135,,129.387,12.218,53.718,86.156,216.848,,57.262,28.894,,,61.985,2.853,1429.875,,186.156,48.09,33.297,24.79,66.703,32.123,200.326,48.158,,,8.799,20.351,50.77,,28.212,8.682,-4.397,-0.016,8.951,-14.339,,6.225,-6.443,,-7.481,-26.175,,25.553,113.407,,347.125,281.37,,348.396,488.048,231.313,222.488,3883.059,25.698,1,22,0,정상,"HD Hyundai Construction Equipment Co.,Ltd.",HD현대건설기계,267270,최철곤,Y,1.10112E+12,5288800622,"경기도 성남시 분당구 분당수서로 477 11층(정자동, HD현대그룹 글로벌 R&D센터)",www.hd-hyundaice.com,,02-479-7880,,291,20170403,12
10620,A,A,A+,B+,,2.24,,164609,381,48,293182017000,6453225000,3036,81,3417,129,85801000,50025000,,-3.44,-3.963,-0.759,100.759,-6.632,3.027,-3.167,,-7.298,,-76.569,,-69.577,3.027,41.051,143.601,102.339,,135.737,7.863,,,104.688,7.232,756.456,,243.601,97.056,42.975,35.787,57.025,4.689,132.693,8.222,,,8.669,-338.609,40.205,,217.484,530.053,3.387,4.245,3.217,12.471,,-7.358,2.75,,-21.333,9.456,,114.438,83.648,,1545.257,1556.991,,195.433,233.546,147.766,192.774,2022.458,,1,34,0,정상,"HD HYUNDAI MIPO CO.,LTD.",HD현대미포,10620,김형관,Y,1.81211E+12,6208100900,울산광역시 동구 방어진순환도로 100 (주)현대미포조선,www.hd-hmd.com,,052-250-3114,02-746-8625,3111,19750428,12
322000,A,A,A,B+,,0.74,,1199550,23,11,15521639000,1987482000,170,31,193,42,80423000,47321000,,-0.524,-0.596,11.567,88.433,-0.761,8.355,3.038,,4.659,,31.327,,-5.114,8.355,74.007,35.122,343.086,,28.328,6.795,,,37.934,2.83,555.052,,135.122,35.521,28.074,18.885,71.926,,256.202,,,,-44.546,-65.903,-80.544,,-104.725,-105.319,-23.095,-13.34,-20.625,-51.897,,-2.615,-26.332,,,-55.673,,-25.403,94.576,,,,,359.773,509.765,271.842,145.034,975.214,234.647,0,11,0,정상,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",HD현대에너지솔루션,322000,박종환,Y,1.10112E+12,1188122037,"경기도 성남시 분당구 분당수서로 477 9층(정자동, HD현대그룹 글로벌 R&D센터)",www.hd-hyundaies.co.kr,,1522-5001,031-8006-6967,2612,20161221,12
42670,A,A+,A+,B+,7.91,0.79,1.5,344287,215,6,253288000000,15083000000,2311,213,2526,219,100272367,68872146,4.951,4.951,4.644,24.113,75.887,13.381,15.137,9.137,5.04,24.259,13.381,210.518,116.121,116.121,15.137,41.04,143.666,157.115,,99.453,44.212,,,87.41,3.43,1475.468,,243.666,60.612,35.873,26.885,64.127,32.262,178.762,50.309,,,-2.029,11.509,25.776,0.506,0.506,-17.839,-6.719,-1.295,2.721,-16.008,,10.903,-9.5,-8.344,8.386,-13.042,,-21.994,101.793,431.742,340.037,258.043,,292.062,397.53,163.302,270.251,2345.241,20.757,1,33,0,정상,"HD Hyundai Infracore Co., Ltd.",HD현대인프라코어,42670,"조영철, 오승현",Y,1.20111E+12,1218140254,인천광역시 동구  인중로 489(화수동),www.hd-infracore.com,,032-211-1114,02-3398-8339,29241,20001023,12
267260,A,A,A+,A,32.16,9.33,0.35,1205851,78,37,220576000000,13026000000,1874,130,1952,167,113000000,78000000,,9.6,9.022,22.585,77.415,27.482,,11.794,,33.388,,174.892,,143.953,,36.322,175.315,131.756,,141.664,33.651,,,88.664,4.077,443.007,,275.315,66.34,32.205,21.451,67.795,29.199,210.514,43.069,,,28.43,81.507,136.933,,60.14,38.742,19.512,5.693,16.277,15.542,,27.174,27.427,,35.348,6.114,,84.572,101.13,,365.853,283.227,,296.371,465.55,156.367,286.283,1499.592,6.936,1,30,0,정상,"HD HYUNDAI ELECTRIC CO.,LTD",HD현대일렉트릭,267260,조 석,Y,1.10112E+12,2668600531,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,www.hyundai-elec.com,,02-746-7545,,281,20170403,12
329180,A,A,A,B+,254.81,3.6,,1390344,1107,109,0,0,11559,502,12666,611,0,0,,0.206,-0.713,5.474,94.526,0.47,3.98,1.069,,3.404,,40.246,,5.562,3.98,30.393,229.022,88.483,,190.977,38.045,,,160.039,9.396,877.759,,329.022,115.933,48.641,37.657,51.359,7.645,105.589,14.885,,,32.264,302.1,-161.781,,-107.013,-72.139,5.183,0.548,3.442,8.404,,-1.52,9.984,,-4.889,9.623,,2.673,71.591,,890.523,841.778,,143.949,188.565,104.362,227.987,2695.394,,2,119,0,정상,"HD HYUNDAI HEAVY INDUSTRIES CO.,LTD.",HD현대중공업,329180,"이상균, 노진율 (각자 대표이사)",Y,2.30111E+12,2528701412,울산광역시 동구 방어진순환도로 1000,www.hhi.co.kr,,052-202-2114,052-202-3315,31113,20190603,12
97230,B+,B,B+,B+,,0.73,,633835,395,20,170647144000,4118375000,1729,53,2124,73,80342347,56416096,,-5.287,,-0.087,100.087,-31.497,4.945,-3.986,,-29.973,,-26.127,,-27.456,4.945,11.794,747.898,81.26,,623.566,124.332,,,341.19,2.328,,-2.66,847.898,152.091,40.239,25.802,59.761,4.681,148.512,7.832,,,20.91,-101.949,-1742.068,,127.909,,12.575,2.266,15.637,16.812,,-11.449,20.772,,-32.587,49.893,,-44.556,79.222,,1286.967,1288.088,,187.963,310.905,91.374,595.693,519.266,,1,5,0,정상,"HJ SHIPBUILDING & CONSTRUCTION CO.,LTD",HJ중공업,97230,"김완석, 유상철",Y,1.80111E+12,6028142993,부산광역시 영도구  태종로 233 한진중공업,www.hjsc.co.kr,,051-410-3114,051-410-8465,41221,20070803,12
195940,A,A,A+,A,,,,1012066,10,30,94228000000,30555000000,1227,442,1237,472,76174616,64735169,,5.694,5.366,45.357,54.643,3.987,37.403,3.612,,5.569,,,,,37.403,65.133,53.533,72.743,,49.434,4.098,,,117.573,2.467,,,153.533,112.944,76.578,14.989,23.422,7.667,30.585,32.734,,,-2.081,7.596,25.519,,23.77,4.12,2.489,1.467,4.541,0.854,,3.386,5.978,,12.59,37.684,,-76.137,45.406,,619.698,338.622,,59,305.897,129.191,70.013,,10.945,3,22,0,정상,HK inno.N Corporation,HK이노엔,195940,곽달원,K,1.10112E+12,2018638914,충청북도 청주시 흥덕구 오송읍 오송생명2로 239 에이치케이이노엔(주) 오송공장,www.inno-n.com,,02-6477-0000,02-6477-0699,212,20140401,12
14790,A,A,A+,B+,3.12,0.24,,161116,371,117,86752818000,7067580000,592,39,963,156,90086000,45305000,1.952,1.952,1.817,9.708,90.292,6.95,6.485,2.987,1.809,11.478,6.95,20.658,12.509,12.509,6.485,26.422,278.47,104.555,,183.115,95.355,,,187.014,2.638,85.795,,378.47,95.73,49.413,22.014,50.587,9.908,102.376,19.587,,,6.786,4.908,-3.72,22.017,22.226,-2.934,3.411,-5.42,-1.263,2.296,,6.65,13.789,,-18.604,22.778,,-22.525,92.695,,825.733,745.573,,179.359,411.49,125.31,356.14,640.978,,1,30,0,정상,HL D&I HALLA CORPORATION,HL D&I,14790,홍석화,Y,1.10111E+12,2158140656,서울특별시 송파구 올림픽로 289,www.halla.co.kr,,02-3434-5114,3434-5131,41221,19800502,12
28300,C,B+,B+,D,,,,199252,0,0,3706949000,3057780000,52,90,52,90,71287481,33975333,,-480.279,-467.093,-2.083,102.083,-32.163,289.346,-14.546,,-19.516,,-202.785,,-334.192,289.346,77.455,29.107,167.268,135.302,14.827,14.28,,,104.305,46.67,,,129.107,91.272,80.79,6.486,19.21,1.519,23.778,7.909,,,-76.128,-101.349,67.448,,108.961,159.635,-22.284,-2.619,25.103,-36.831,,-16.7,-57.974,,-7.47,-56.913,,22.417,4.991,,361.037,368.557,,6.97,97.805,19.6,6.697,69.583,,0,9,0,정상,HLB INC.,HLB,28300,"진양곤, 백윤기 (각자대표)",K,1.70111E+12,5148113250,세종특별자치시  연동면 명학산단서로 10-5 -,hlbbio.co.kr,www.hlbbio.co.kr,02-3453-4414,7047574757,213,19851018,12
3580,D,D,D,D,,2.97,,169048,0,0,2214687000,955993000,58,39,58,39,38184259,24512641,,-32.129,-37.888,46.146,53.854,-42.783,62.303,-11.204,,-21.515,,-60.907,,-121.114,62.303,47.181,111.952,76.506,,83.865,28.087,,,147.79,22.278,,,211.952,115.382,69.728,14.419,30.272,13.212,43.414,43.644,,,79.104,335.813,-12.455,,68.338,-18.663,-8.434,6.511,-10.425,11.331,,-23.616,-30.799,,49.128,-11.715,,404.745,69.343,,657.289,353.979,,107.307,475.387,144.692,133.158,376.959,,0,7,0,정상,"HLB GLOBAL Co., Ltd.",HLB글로벌,3580,김광재,Y,1.44911E+12,2258100025,강원도 정선군 사북읍 소금강로 3583-1 1층 101호(하이시티1),www.hlbglobal.co.kr,,02-6925-4450,02-6925-4449,47119,19620924,12
67630,B,C,B,B,,,,365590,4,10,4341739000,1504237000,107,74,111,84,39114766,17907583,,-6.034,-5.951,-0.764,100.764,-2.531,24.272,-5.874,,-10.5,,-48.949,,-11.798,24.272,54.596,83.165,108.553,20.838,58.585,24.579,,,119.568,28.738,,,183.165,95.978,65.279,16.899,34.721,1.244,53.188,3.582,,,-1.608,-75.427,21.683,,-89.122,-89.234,2.844,10.136,-19.953,9.426,,-2.056,-8.541,,-51.535,405.729,,-61.843,23.463,547.293,1214.691,1223.971,,37.155,121.749,53.254,41.941,195.516,,1,6,0,정상,"HLB Life Science CO.,LTD.",HLB생명과학,67630,"남상우, 한용해(각자대표)",K,1.10111E+12,1168169278,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)",www.hlb-ls.com,,02-2627-6700,02-2627-6703,213,19980724,12
204320,A,B+,A+,A,7.09,0.7,1.68,1042775,73,48,364266000000,17225000000,3644,217,3717,265,98000000,65000000,,1.842,1.654,13.469,86.531,6.678,10.087,4.604,,12.064,,594.749,,329.237,10.087,37.478,166.82,123.878,84.153,111.864,54.957,291.733,400.982,128.246,1.467,3739.315,,266.82,82.763,48.065,34.605,51.935,11.674,108.053,22.478,,,11.667,12.371,12.565,,30.698,-47.041,7.541,5.449,2.778,10.035,24.72,3.624,9.553,,10.325,22.544,,-8.896,138.357,360.163,1199.776,1038.175,,285.129,391.08,223.737,362.56,,22.558,4,88,0,정상,"HL Mando CO.,LTD",HL만도,204320,"조성현, 김현욱 (각자대표)",Y,1.31311E+12,1258625094,경기도 평택시 포승읍 하만호길 32,www.mando.com,,031-680-6114,02-6188-1411,303,20140902,12
60980,A,A,A+,A,4.42,0.3,6.02,299002,10,8,25050000000,3242000000,222,44,232,52,107974138,62346154,,3.792,2.344,17.483,82.517,4.837,9.589,4.027,,9.146,,167.327,,88.491,9.589,43.961,127.477,77.67,,69.247,58.23,,,173.662,2.99,,,227.477,109.753,76.343,6.198,23.644,5.065,30.971,21.421,,,0.66,7.786,7.37,,1865.183,100.043,0.806,2.865,16.382,1.039,,0.509,-4.046,,-9.649,19.477,,-14.628,56.16,,1048.407,865.118,,74.304,970.758,100.331,127.564,2333.677,,2,20,0,정상,HL Holdings Corporation,HL홀딩스,60980,"김광헌, 김준범",Y,1.31311E+12,1258130627,경기도 용인시 기흥구 기흥단지로 46 -,hlholdings.co.kr,,02-3434-5133,02-526-0555,64992,19991127,12
11200,A,A+,A+,B+,8.61,0.54,4.03,164645,74,6,186259108000,33276798000,1347,354,1421,360,131076079,92435550,,11.531,15.76,11.604,88.396,4.589,4.643,2.259,,2.77,,19.855,,32.891,4.643,83.384,19.927,658.534,,9.334,10.593,,,58.457,10.267,442.4,,119.927,52.858,48.744,30.007,51.256,1.409,105.155,2.75,,,-54.792,-90.666,-94.123,,-90.425,-87.615,-1.355,6.339,83.021,-19.165,,3.175,-7.706,,11.441,-2.456,,-29.767,32.449,,2443.598,2160.039,,69.086,140.817,175.788,39.794,285.243,-60.594,0,37,0,정상,"HMM CO.,LTD",HMM,11200,김경배,Y,1.10111E+12,2028146197,"서울특별시 영등포구 여의대로 108 (여의도동, 파크원 타워1)",www.hmm21.com,,02-3706-5114,02-723-2193,50112,19760325,12
35000,B,D,C,B+,7.67,0.6,7.22,140168,12,41,36874000000,24003000000,349,340,361,381,102144044,63000000,2.955,2.955,2.797,40.07,59.93,9.084,35.248,4.852,2.973,14.827,9.084,150.494,92.202,92.202,35.248,33.368,199.69,141.224,,195.11,4.58,,,24.149,0.512,986.285,,299.69,23.091,8.058,0.752,91.942,,1141.026,,,,3.372,7.493,6.684,-10.653,-10.653,-29.47,1.037,-12.57,-22.123,-0.878,,5.091,2.434,,,-1.102,,9.726,100.619,,,,,1158.982,,149.569,307.444,3120.589,40.016,2,4,0,정상,HS Ad Inc.,HS애드,35000,박애리,Y,1.10111E+12,1058129368,서울특별시 마포구  마포대로 155 LG마포B/D15F,www.g2rgroup.com/korean/main/main.asp,,02-705-2130,02)786-1997,71310,19840530,12
95340,D,C,C,D,,,,572905,15,2,12880000000,1768000000,169,32,184,34,70000000,52000000,,9.687,11.163,39.341,60.659,3.664,31.684,2.385,,2.896,,111.271,,140.772,31.684,87.383,14.439,621.092,,12.304,2.135,,,38.021,1.517,,,114.439,37.226,33.224,17.125,66.776,2.849,200.986,4.266,,,-21.607,-34.638,-80.787,,-69.084,-62.682,51.162,-8.479,-30.694,-24.384,,76.644,123.689,,-31.527,-28.425,,12.071,31.152,,738.473,447.951,,74.447,123.729,176.64,37.822,1453.208,73.62,0,9,0,정상,"ISC Co., LTD.",ISC,95340,"김정렬, 김종우 (공동 대표이사)",K,1.31111E+12,1298140132,경기도 성남시 수정구 금토로40번길 26 -,isc21.kr,www.isc21.kr,031-777-7675,031-737-4399,465,20010222,12
175330,A,A+,A,A,4.65,0.53,6.08,980122,18,11,13475000000,2596000000,59,11,77,22,175000000,118000000,,,,,,12.226,,1.298,,16.196,,81.223,,61.317,,8.069,1139.339,,,,,,,,,374.408,,1239.339,,,1.175,,,,,,,,,-3.122,,-2.318,9.752,5.977,,83.279,5.853,17.506,7.41,,,,,,,,,,,,,,,,,-26.87,2,17,0,정상,"JB FINANCIAL GROUP CO.,LTD",JB금융지주,175330,김기홍,Y,2.10111E+12,4188144697,전라북도 전주시 덕진구  백제대로 566,www.jbfg.com,,02-2128-2714,063-250-7970,64992,20130701,12
234080,B+,B+,A,B,7.21,1.15,4.29,225706,15,10,13746000000,4250000000,222,75,237,85,58000000,50000000,,13.605,12.957,25.328,74.672,18.78,10.409,12.132,,20.593,,77.961,,71.095,10.409,62.303,60.507,114.401,,59.136,1.37,,,92.854,2.786,319.694,,160.507,91.599,57.851,48.659,42.149,9.146,72.859,21.699,,,9.49,8.878,13.927,,88.112,61.632,1.144,0.047,-5.249,-14.356,,13.583,2.691,,6.036,17.76,,-93.293,81.316,,909.972,679.497,,139.8,161.691,197.902,138.033,522.554,,2,10,0,정상,JW LIFESCIENCE CORPORATION,JW생명과학,234080,함은경,Y,1.35011E+12,1338125692,충청남도 당진시 송악읍 한진1길 28,www.jw-lifescience.co.kr,,041-351-7600,041-351-7655,212,19940510,12
1060,B+,B,A,B+,16.9,2.52,1.39,149947,13,22,56095000000,15264000000,850,266,863,288,65000000,53000000,,5.134,4.742,44.827,55.173,15.648,31.427,15.759,,40.84,,166.455,,63.775,31.427,41.151,143.007,131.773,61.129,108.095,34.912,,,100.568,,353.193,,243.007,74.543,41.385,20.007,58.615,16.447,141.635,28.06,,,9.378,16.526,59.311,,28.734,1.96,2.718,31.816,7.282,-5.623,,17.577,-11.133,,-4.994,-24.519,,319.657,117.599,,687.479,379.303,,318.886,600.381,191.485,304.775,1242.185,-22.934,5,22,0,정상,JW PHARMACEUTICAL,JW중외제약,1060,대표이사 신영섭,Y,1.10111E+12,1188102477,경기도 과천시 과천대로7길 38 -,www.jw-pharma.co.kr,,02-840-6777,843-7696,212,19450808,12
